Sample ID	AF Z	X intensity	Y intensity	Z intensity	Sample Azimiuth	Sample Dip	Formation Dip Azimuth	Formation Dip	Declination: Unrotated	Inclination: Unrotated	Intensity	X corr	Y corr	Z corr	X std dev	Y std dev	Z std dev	Sample Timestamp	Declination: Sample Rotated	Inclination: Sample Rotated	X drift	Y drift	Z drift	X bkg #1	X bkg #2	Y bkg #1	Y bkg #2	Z bkg #1	Z bkg #2	Data type	Leader length	Trailer length	Volume	Temp C	Treatment Type	Position	Run #	Offline Comment	ARM Gauss	ARM axis	IRM Gauss	Depth	Sample Timestamp	Meas. type	Tray Timestamp	Drift corrected	Tray corrected	AF X	AF Y	X intensity	X meter	X mean	X corr	X std dev	Y intensity	Y meter	Y mean	Y corr	Y std dev	Z intensity	Z meter	Z mean	Z corr	Z std dev	# MM averaged	X drift	Y drift	Z drift
Z51A1	250	-1.2983E-6	-1.1576E-6	7.8132E-7	0.00	90.00	0.00	0.00	221.72	24.19	1.9068E-6	-1.2983E-5	-1.1576E-5	7.8132E-6	1.0704E-7	1.0420E-7	5.7520E-8	02/28/23 1137	221.72	24.19	-4.8903E-10	-5.5245E-10	-3.5300E-10	1.2067E-5	1.2066E-5	5.8721E-7	5.8600E-7	-8.8704E-6	-8.8712E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183427	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	-1.2983E-6	-3.7382E-2	-1.2963E-5	-1.2983E-5	1.0704E-7	-1.1576E-6	-4.8169E-1	-1.1570E-5	-1.1576E-5	1.0420E-7	7.8132E-7	-6.4935E-2	7.7890E-6	7.8132E-6	5.7520E-8	6	-4.8903E-10	-5.5245E-10	-3.5300E-10
Z53A1	250	-1.3767E-6	-1.3486E-8	1.3899E-6	0.00	90.00	0.00	0.00	180.56	45.27	1.9563E-6	-1.1014E-5	-1.0789E-7	1.1119E-5	7.9156E-8	7.2064E-9	8.7093E-8	02/28/23 1137	180.56	45.27	-6.7961E-10	-7.6775E-10	-4.9057E-10	1.2067E-5	1.2066E-5	5.8721E-7	5.8600E-7	-8.8704E-6	-8.8712E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183428	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	250	250	-1.3767E-6	4.4263E-2	-1.1010E-5	-1.1014E-5	7.9156E-8	-1.3486E-8	2.1120E-2	-1.0625E-7	-1.0789E-7	7.2064E-9	1.3899E-6	1.3417E-1	1.1104E-5	1.1119E-5	8.7093E-8	6	-6.7961E-10	-7.6775E-10	-4.9057E-10
Z41A	300	-4.7990E-7	-4.1900E-7	3.9172E-7	0.00	90.00	0.00	0.00	221.12	31.59	7.4787E-7	-4.7990E-6	-4.1900E-6	3.9172E-6	4.8224E-8	3.4882E-8	3.0297E-8	02/28/23 1137	221.12	31.59	-3.4437E-10	2.9648E-10	3.4023E-10	-5.7242E-6	-5.7255E-6	5.7004E-7	5.7110E-7	-8.8698E-6	-8.8685E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183427	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-4.7990E-7	-4.3980E-1	-4.7957E-6	-4.7990E-6	4.8224E-8	-4.1900E-7	-1.5860E-1	-4.1855E-6	-4.1900E-6	3.4882E-8	3.9172E-7	-2.9874E-1	3.8966E-6	3.9172E-6	3.0297E-8	6	-3.4437E-10	2.9648E-10	3.4023E-10
Z51A1	300	-9.8005E-7	-8.3170E-7	6.6592E-7	0.00	90.00	0.00	0.00	220.32	27.39	1.4476E-6	-9.8005E-6	-8.3170E-6	6.6592E-6	7.6057E-8	7.4362E-8	4.7434E-8	02/28/23 1137	220.32	27.39	-5.6317E-10	4.8485E-10	5.5640E-10	-5.7242E-6	-5.7255E-6	5.7004E-7	5.7110E-7	-8.8698E-6	-8.8685E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183428	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-9.8005E-7	-6.4819E-1	-9.7805E-6	-9.8005E-6	7.6057E-8	-8.3170E-7	-3.3951E-1	-8.3102E-6	-8.3170E-6	7.4362E-8	6.6592E-7	-1.3422E-1	6.6359E-6	6.6592E-6	4.7434E-8	6	-5.6317E-10	4.8485E-10	5.5640E-10
Z53A1	300	-7.7832E-7	-1.0284E-8	1.2006E-6	0.00	90.00	0.00	0.00	180.76	57.04	1.4308E-6	-6.2266E-6	-8.2272E-8	9.6048E-6	4.2099E-8	3.5994E-9	7.3011E-8	02/28/23 1137	180.76	57.04	-7.8022E-10	6.7172E-10	7.7083E-10	-5.7242E-6	-5.7255E-6	5.7004E-7	5.7110E-7	-8.8698E-6	-8.8685E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183429	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	300	300	-7.7832E-7	-4.9947E-1	-6.2229E-6	-6.2266E-6	4.2099E-8	-1.0284E-8	2.1497E-2	-7.9192E-8	-8.2272E-8	3.5994E-9	1.2006E-6	4.3270E-2	9.5911E-6	9.6048E-6	7.3011E-8	6	-7.8022E-10	6.7172E-10	7.7083E-10
Z41A	350	-4.2536E-7	-3.7541E-7	3.4768E-7	0.00	90.00	0.00	0.00	221.43	31.50	6.6539E-7	-4.2536E-6	-3.7541E-6	3.4768E-6	4.4470E-8	3.1146E-8	2.6497E-8	02/28/23 1137	221.43	31.50	-1.1086E-11	9.5104E-11	-1.2887E-9	9.2853E-7	9.2849E-7	-5.2717E-7	-5.2683E-7	-8.8324E-6	-8.8370E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183428	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-4.2536E-7	-1.3892E-1	-4.2500E-6	-4.2536E-6	4.4470E-8	-3.7541E-7	-1.8763E-1	-3.7498E-6	-3.7541E-6	3.1146E-8	3.4768E-7	-3.2338E-1	3.4546E-6	3.4768E-6	2.6497E-8	6	-1.1086E-11	9.5104E-11	-1.2887E-9
Z51A1	350	-8.7137E-7	-7.1093E-7	3.7062E-7	0.00	90.00	0.00	0.00	219.21	18.24	1.1841E-6	-8.7137E-6	-7.1093E-6	3.7062E-6	6.4635E-8	6.1695E-8	2.2772E-8	02/28/23 1137	219.21	18.24	-1.8107E-11	1.5533E-10	-2.1048E-9	9.2853E-7	9.2849E-7	-5.2717E-7	-5.2683E-7	-8.8324E-6	-8.8370E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183429	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-8.7137E-7	-3.2468E-1	-8.6932E-6	-8.7137E-6	6.4635E-8	-7.1093E-7	-3.3469E-1	-7.1029E-6	-7.1093E-6	6.1695E-8	3.7062E-7	-3.0982E-1	3.6803E-6	3.7062E-6	2.2772E-8	6	-1.8107E-11	1.5533E-10	-2.1048E-9
Z53A1	350	-8.1004E-7	4.3016E-8	8.5768E-7	0.00	90.00	0.00	0.00	176.96	46.60	1.1805E-6	-6.4803E-6	3.4413E-7	6.8615E-6	4.2826E-8	2.0747E-9	4.7268E-8	02/28/23 1137	176.96	46.60	-2.5128E-11	2.1557E-10	-2.9210E-9	9.2853E-7	9.2849E-7	-5.2717E-7	-5.2683E-7	-8.8324E-6	-8.8370E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183430	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	350	350	-8.1004E-7	-2.3198E-1	-6.4759E-6	-6.4803E-6	4.2826E-8	4.3016E-8	-7.9517E-3	3.4675E-7	3.4413E-7	2.0747E-9	8.5768E-7	-1.1981E-1	6.8441E-6	6.8615E-6	4.7268E-8	6	-2.5128E-11	2.1557E-10	-2.9210E-9
Z41A	400	-1.7963E-7	-3.0668E-7	3.6840E-7	0.00	90.00	0.00	0.00	239.64	46.03	5.1190E-7	-1.7963E-6	-3.0668E-6	3.6840E-6	1.9233E-8	2.5572E-8	2.9525E-8	02/28/23 1137	239.64	46.03	3.1921E-9	9.5082E-11	-6.6349E-10	1.1756E-5	1.1768E-5	6.3604E-7	6.3639E-7	-8.8782E-6	-8.8806E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183429	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-1.7963E-7	4.1705E-1	-1.7895E-6	-1.7963E-6	1.9233E-8	-3.0668E-7	-1.0643E-1	-3.0625E-6	-3.0668E-6	2.5572E-8	3.6840E-7	-3.1328E-1	3.6625E-6	3.6840E-6	2.9525E-8	6	3.1921E-9	9.5082E-11	-6.6349E-10
Z51A1	400	-9.0399E-7	-5.4612E-7	3.6368E-7	0.00	90.00	0.00	0.00	211.14	19.00	1.1170E-6	-9.0399E-6	-5.4612E-6	3.6368E-6	6.9383E-8	4.4438E-8	2.2630E-8	02/28/23 1137	211.14	19.00	5.2148E-9	1.5533E-10	-1.0839E-9	1.1756E-5	1.1768E-5	6.3604E-7	6.3639E-7	-8.8782E-6	-8.8806E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183430	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-9.0399E-7	1.1501E-1	-9.0142E-6	-9.0399E-6	6.9383E-8	-5.4612E-7	-2.1136E-1	-5.4548E-6	-5.4612E-6	4.4438E-8	3.6368E-7	-3.1632E-1	3.6119E-6	3.6368E-6	2.2630E-8	6	5.2148E-9	1.5533E-10	-1.0839E-9
Z53A1	400	-5.8802E-7	2.6315E-8	7.7993E-7	0.00	90.00	0.00	0.00	177.44	52.96	9.7711E-7	-4.7042E-6	2.1052E-7	6.2394E-6	3.0949E-8	1.5375E-9	4.3208E-8	02/28/23 1137	177.44	52.96	7.2366E-9	2.1556E-10	-1.5042E-9	1.1756E-5	1.1768E-5	6.3604E-7	6.3639E-7	-8.8782E-6	-8.8806E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183431	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	400	400	-5.8802E-7	2.9568E-1	-4.6925E-6	-4.7042E-6	3.0949E-8	2.6315E-8	3.7238E-2	2.1314E-7	2.1052E-7	1.5375E-9	7.7993E-7	-1.5947E-1	6.2234E-6	6.2394E-6	4.3208E-8	6	7.2366E-9	2.1556E-10	-1.5042E-9
Z41A	500	-2.4327E-7	-2.8195E-7	1.7228E-7	0.00	90.00	0.00	0.00	229.21	24.83	4.1031E-7	-2.4327E-6	-2.8195E-6	1.7228E-6	2.1295E-8	2.2125E-8	1.0348E-8	02/28/23 1137	229.21	24.83	4.2120E-10	7.8182E-10	3.0861E-11	-4.2058E-6	-4.2043E-6	3.8441E-7	3.8722E-7	7.7495E-6	7.7496E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183430	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-2.4327E-7	-2.7737E-1	-2.4286E-6	-2.4327E-6	2.1295E-8	-2.8195E-7	-1.0659E-1	-2.8145E-6	-2.8195E-6	2.2125E-8	1.7228E-7	5.6764E-1	1.7020E-6	1.7228E-6	1.0348E-8	6	4.2120E-10	7.8182E-10	3.0861E-11
Z51A1	500	-5.2531E-7	-5.3860E-7	2.0885E-7	0.00	90.00	0.00	0.00	225.72	15.51	7.8081E-7	-5.2531E-6	-5.3860E-6	2.0885E-6	3.7062E-8	4.2711E-8	1.0210E-8	02/28/23 1137	225.72	15.51	6.8797E-10	1.2770E-9	5.0408E-11	-4.2058E-6	-4.2043E-6	3.8441E-7	3.8722E-7	7.7495E-6	7.7496E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183431	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-5.2531E-7	-3.9456E-1	-5.2319E-6	-5.2531E-6	3.7062E-8	-5.3860E-7	-2.1905E-1	-5.3785E-6	-5.3860E-6	4.2711E-8	2.0885E-7	5.8943E-1	2.0647E-6	2.0885E-6	1.0210E-8	6	6.8797E-10	1.2770E-9	5.0408E-11
Z53A1	500	-4.9441E-7	-3.7592E-8	3.6035E-7	0.00	90.00	0.00	0.00	184.35	36.01	6.1294E-7	-3.9552E-6	-3.0073E-7	2.8828E-6	2.7100E-8	2.3425E-9	1.5571E-8	02/28/23 1137	184.35	36.01	9.5475E-10	1.7722E-9	6.9955E-11	-4.2058E-6	-4.2043E-6	3.8441E-7	3.8722E-7	7.7495E-6	7.7496E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183432	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	500	500	-4.9441E-7	-3.4097E-1	-3.9499E-6	-3.9552E-6	2.7100E-8	-3.7592E-8	3.8433E-3	-2.9655E-7	-3.0073E-7	2.3425E-9	3.6035E-7	6.3770E-1	2.8684E-6	2.8828E-6	1.5571E-8	6	9.5475E-10	1.7722E-9	6.9955E-11
Z41A	600	-3.1870E-7	-1.7315E-7	1.8913E-7	0.00	90.00	0.00	0.00	208.52	27.54	4.0905E-7	-3.1870E-6	-1.7315E-6	1.8913E-6	3.1322E-8	1.5548E-8	1.3053E-8	02/28/23 1137	208.52	27.54	2.9929E-10	5.2829E-11	8.4102E-10	5.9972E-6	5.9983E-6	4.2594E-7	4.2613E-7	-8.8556E-6	-8.8526E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183431	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-3.1870E-7	1.1772E-1	-3.1830E-6	-3.1870E-6	3.1322E-8	-1.7315E-7	-5.7108E-2	-1.7273E-6	-1.7315E-6	1.5548E-8	1.8913E-7	-4.1957E-1	1.8712E-6	1.8913E-6	1.3053E-8	6	2.9929E-10	5.2829E-11	8.4102E-10
Z51A1	600	-4.9028E-7	-2.6145E-7	6.2542E-8	0.00	90.00	0.00	0.00	208.07	6.42	5.5914E-7	-4.9028E-6	-2.6145E-6	6.2542E-7	3.2234E-8	2.4098E-8	1.1320E-9	02/28/23 1137	208.07	6.42	4.8884E-10	8.6287E-11	1.3737E-9	5.9972E-6	5.9983E-6	4.2594E-7	4.2613E-7	-8.8556E-6	-8.8526E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183432	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-4.9028E-7	4.6703E-2	-4.8818E-6	-4.9028E-6	3.2234E-8	-2.6145E-7	-9.5743E-2	-2.6082E-6	-2.6145E-6	2.4098E-8	6.2542E-8	-4.9575E-1	6.0295E-7	6.2542E-7	1.1320E-9	6	4.8884E-10	8.6287E-11	1.3737E-9
Z53A1	600	-5.1105E-7	1.7031E-8	3.4376E-7	0.00	90.00	0.00	0.00	178.09	33.91	6.1614E-7	-4.0884E-6	1.3625E-7	2.7501E-6	2.6441E-8	1.7146E-9	1.5218E-8	02/28/23 1137	178.09	33.91	6.7837E-10	1.1974E-10	1.9063E-9	5.9972E-6	5.9983E-6	4.2594E-7	4.2613E-7	-8.8556E-6	-8.8526E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183433	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	600	600	-5.1105E-7	8.0083E-2	-4.0833E-6	-4.0884E-6	2.6441E-8	1.7031E-8	2.4737E-2	1.3878E-7	1.3625E-7	1.7146E-9	3.4376E-7	-3.6755E-1	2.7375E-6	2.7501E-6	1.5218E-8	6	6.7837E-10	1.1974E-10	1.9063E-9
Z41A	800	-2.2020E-7	-4.1025E-8	1.0527E-7	0.00	90.00	0.00	0.00	190.55	25.17	2.4749E-7	-2.2020E-6	-4.1025E-7	1.0527E-6	2.0227E-8	5.7581E-9	7.7993E-9	02/28/23 1137	190.55	25.17	-7.8879E-10	5.0830E-10	-6.9599E-11	1.2411E-6	1.2383E-6	4.3073E-7	4.3255E-7	-8.7016E-6	-8.7019E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183432	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-2.2020E-7	-4.0027E-2	-2.1991E-6	-2.2020E-6	2.0227E-8	-4.1025E-8	1.1417E-3	-4.0557E-7	-4.1025E-7	5.7581E-9	1.0527E-7	-4.6072E-1	1.0317E-6	1.0527E-6	7.7993E-9	6	-7.8879E-10	5.0830E-10	-6.9599E-11
Z51A1	800	-4.9512E-7	-1.8918E-7	1.5932E-7	0.00	90.00	0.00	0.00	200.91	16.73	5.5346E-7	-4.9512E-6	-1.8918E-6	1.5932E-6	2.8770E-8	1.6233E-8	8.9477E-9	02/28/23 1137	200.91	16.73	-1.2861E-9	8.2874E-10	-1.1348E-10	1.2411E-6	1.2383E-6	4.3073E-7	4.3255E-7	-8.7016E-6	-8.7019E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183433	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-4.9512E-7	-1.5428E-1	-4.9320E-6	-4.9512E-6	2.8770E-8	-1.8918E-7	-6.3735E-2	-1.8848E-6	-1.8918E-6	1.6233E-8	1.5932E-7	-4.2844E-1	1.5693E-6	1.5932E-6	8.9477E-9	6	-1.2861E-9	8.2874E-10	-1.1348E-10
Z53A1	800	-1.5994E-6	3.0084E-8	6.9148E-8	0.00	90.00	0.00	0.00	178.92	2.48	1.6011E-6	-1.2795E-5	2.4067E-7	5.5318E-7	8.4240E-8	3.2788E-9	2.7032E-9	02/28/23 1137	178.92	2.48	-1.7831E-9	1.1490E-9	-1.5733E-10	1.2411E-6	1.2383E-6	4.3073E-7	4.3255E-7	-8.7016E-6	-8.7019E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183434	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	800	800	-1.5994E-6	-4.8288E-1	-1.2792E-5	-1.2795E-5	8.4240E-8	3.0084E-8	2.9642E-2	2.4423E-7	2.4067E-7	3.2788E-9	6.9148E-8	-4.9034E-1	5.3854E-7	5.5318E-7	2.7032E-9	6	-1.7831E-9	1.1490E-9	-1.5733E-10
Z41A	1000	-3.9719E-7	-1.2895E-7	1.1053E-7	0.00	90.00	0.00	0.00	197.99	14.82	4.3198E-7	-3.9719E-6	-1.2895E-6	1.1053E-6	3.2245E-8	1.2619E-8	4.7963E-9	02/28/23 1137	197.99	14.82	-2.8261E-9	-4.6664E-10	3.8724E-10	-1.2678E-6	-1.2779E-6	4.5999E-7	4.5832E-7	3.6350E-6	3.6364E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	2.0	183433	NA	NA	NA	NA	2.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-3.9719E-7	-2.1937E-1	-3.9711E-6	-3.9719E-6	3.2245E-8	-1.2895E-7	-3.6213E-2	-1.2858E-6	-1.2895E-6	1.2619E-8	1.1053E-7	2.8346E-1	1.0848E-6	1.1053E-6	4.7963E-9	6	-2.8261E-9	-4.6664E-10	3.8724E-10
Z51A1	1000	1.4604E-8	-9.4109E-8	4.4476E-8	0.00	90.00	0.00	0.00	278.82	25.03	1.0511E-7	1.4604E-7	-9.4109E-7	4.4476E-7	4.0131E-9	9.3171E-9	5.1313E-9	02/28/23 1137	278.82	25.03	-4.6066E-9	-7.6064E-10	6.3121E-10	-1.2678E-6	-1.2779E-6	4.5999E-7	4.5832E-7	3.6350E-6	3.6364E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	5.0	183434	NA	NA	NA	NA	5.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	1.4604E-8	-4.6578E-2	1.6198E-7	1.4604E-7	4.0131E-9	-9.4109E-8	-2.0855E-2	-9.3560E-7	-9.4109E-7	9.3171E-9	4.4476E-8	2.4363E-1	4.2155E-7	4.4476E-7	5.1313E-9	6	-4.6066E-9	-7.6064E-10	6.3121E-10
Z53A1	1000	-1.2581E-6	-1.2099E-7	2.3547E-7	0.00	90.00	0.00	0.00	185.49	10.55	1.2857E-6	-1.0065E-5	-9.6788E-7	1.8837E-6	6.3404E-8	4.8194E-9	1.0695E-8	02/28/23 1137	185.49	10.55	-6.3877E-9	-1.0547E-9	8.7526E-10	-1.2678E-6	-1.2779E-6	4.5999E-7	4.5832E-7	3.6350E-6	3.6364E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	6.0	183435	NA	NA	NA	NA	6.00	02/28/23 1137	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	1000	1000	-1.2581E-6	-4.7420E-1	-1.0067E-5	-1.0065E-5	6.3404E-8	-1.2099E-7	-2.2212E-2	-9.6653E-7	-9.6788E-7	4.8194E-9	2.3547E-7	3.3063E-1	1.8701E-6	1.8837E-6	1.0695E-8	6	-6.3877E-9	-1.0547E-9	8.7526E-10
Z6-Ps-0,5m1	50	-9.8172E-6	4.0816E-6	1.2251E-5	0.00	90.00	0.00	0.00	157.42	49.05	1.6221E-5	-7.8538E-5	3.2653E-5	9.8006E-5	4.1101E-8	8.2560E-8	1.0910E-7	02/28/23 1435	157.42	49.05	-1.0624E-9	1.1252E-10	1.2401E-8	2.2347E-6	2.2300E-6	5.8341E-7	5.8391E-7	3.6256E-6	3.6800E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183451	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	50	50	-9.8172E-6	-3.1898E+0	-7.8535E-5	-7.8538E-5	4.1101E-8	4.0816E-6	1.4580E+0	3.2657E-5	3.2653E-5	8.2560E-8	1.2251E-5	6.1039E+0	9.7998E-5	9.8006E-5	1.0910E-7	6	-1.0624E-9	1.1252E-10	1.2401E-8
Z42A	50	-1.8346E-5	-3.9616E-6	5.6051E-6	0.00	90.00	0.00	0.00	192.19	16.63	1.9587E-5	-1.8346E-4	-3.9616E-5	5.6051E-5	7.2473E-8	4.9855E-8	9.0766E-8	02/28/23 1435	192.19	16.63	-1.7375E-9	1.8402E-10	2.0281E-8	2.2347E-6	2.2300E-6	5.8341E-7	5.8391E-7	3.6256E-6	3.6800E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183452	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	50	50	-1.8346E-5	-7.5753E+0	-1.8344E-4	-1.8346E-4	7.2473E-8	-3.9616E-6	-1.7116E+0	-3.9610E-5	-3.9616E-5	4.9855E-8	5.6051E-6	3.5843E+0	5.6047E-5	5.6051E-5	9.0766E-8	6	-1.7375E-9	1.8402E-10	2.0281E-8
Z50A	50	1.1455E-5	-2.5462E-6	5.2092E-6	0.00	90.00	0.00	0.00	347.47	23.94	1.2839E-5	1.1455E-4	-2.5462E-5	5.2092E-5	1.4978E-7	8.5661E-8	9.8765E-8	02/28/23 1435	347.47	23.94	-2.4124E-9	2.5549E-10	2.8159E-8	2.2347E-6	2.2300E-6	5.8341E-7	5.8391E-7	3.6256E-6	3.6800E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	4.0	183453	NA	NA	NA	NA	4.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	50	50	1.1455E-5	4.8825E+0	1.1455E-4	1.1455E-4	1.4978E-7	-2.5462E-6	-1.0910E+0	-2.5459E-5	-2.5462E-5	8.5661E-8	5.2092E-6	3.3476E+0	5.2106E-5	5.2092E-5	9.8765E-8	6	-2.4124E-9	2.5549E-10	2.8159E-8
Z34A1	50	-8.6203E-5	-8.1622E-5	-6.4173E-6	0.00	90.00	0.00	0.00	223.44	-3.09	1.1889E-4	-8.6203E-4	-8.1622E-4	-6.4173E-5	2.3818E-7	1.6950E-7	2.6913E-7	02/28/23 1435	223.44	-3.09	-3.0817E-9	3.2638E-10	3.5972E-8	2.2347E-6	2.2300E-6	5.8341E-7	5.8391E-7	3.6256E-6	3.6800E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	1.0	183454	NA	NA	NA	NA	1.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	50	50	-8.6203E-5	-3.5945E+1	-8.6203E-4	-8.6203E-4	2.3818E-7	-8.1622E-5	-3.5773E+1	-8.1622E-4	-8.1622E-4	1.6950E-7	-6.4173E-6	-3.6353E+0	-6.4159E-5	-6.4173E-5	2.6913E-7	6	-3.0817E-9	3.2638E-10	3.5972E-8
Z6-Ps-0,5m1	100	-8.5813E-6	3.6993E-6	1.0061E-5	0.00	90.00	0.00	0.00	156.68	47.11	1.3732E-5	-6.8651E-5	2.9595E-5	8.0491E-5	1.5481E-7	3.8430E-8	1.2346E-7	02/28/23 1435	156.68	47.11	1.7562E-8	-1.7240E-10	1.2646E-8	-4.8847E-6	-4.8072E-6	6.5915E-7	6.5839E-7	3.7527E-6	3.8085E-6	SAMPLE	NA	NA	8.00	NA	Degauss X, Y, & Z	7.0	183452	NA	NA	NA	NA	7.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	100	100	-8.5813E-6	-3.0736E+0	-6.8629E-5	-6.8651E-5	1.5481E-7	3.6993E-6	1.3271E+0	2.9599E-5	2.9595E-5	3.8430E-8	1.0061E-5	5.0595E+0	8.0482E-5	8.0491E-5	1.2346E-7	6	1.7562E-8	-1.7240E-10	1.2646E-8
Z42A	100	-1.3400E-5	-3.0133E-6	3.8336E-6	0.00	90.00	0.00	0.00	192.67	15.60	1.4260E-5	-1.3400E-4	-3.0133E-5	3.8336E-5	2.7861E-7	7.6476E-8	9.8277E-8	02/28/23 1435	192.67	15.60	2.8781E-8	-2.8253E-10	2.0725E-8	-4.8847E-6	-4.8072E-6	6.5915E-7	6.5839E-7	3.7527E-6	3.8085E-6	SAMPLE	NA	NA	10.00	NA	Degauss X, Y, & Z	3.0	183453	NA	NA	NA	NA	3.00	02/28/23 1435	SAMPLE/DISCRETE	02/28/23 1123	YES	YES	100	100	-1.3400E-5	-5.8045E+0	-1.3395E-4	-1.3400E-4	2.7861E-7	-3.0133E-6	-1.2925E+0	-3.0127E-5	-3.0133E-5	7.6476E-8	3.8336E-6	2.5279E+0	3.8333E-5	3.8336E-5	9.8277E-8	6	2.8781E-8	-2.8253E-10	2.0725E-8
